,match,time,slot,text,target
20235,993,823.83213,3,shitty archons,1
20241,993,1838.10643,3,it takes 20 secs,
20243,993,1852.62263,3,how many seconds?,
20244,993,1852.68943,0,only 9s,
20248,993,1879.04603,3,tired of being stupid?,1
20249,993,1886.67193,6,my team ,
20258,993,2092.97463,6,NS   very bad,
20260,993,2219.77323,6,my team ,
20270,994,1188.5098,9,sry wrong chjat,
20271,994,1193.4419,9,hook me again and i report you,
20285,994,2216.1048,3,u are so try hard,
20287,994,2221.0549,3,boosted shit,1
20290,994,2231.6913,3,suck dazzle dick after game for boost?,1
20394,998,950.43457,6,GG REPORT INVO ,
20402,998,2671.34297,5,Where is SF?,
20428,999,2006.01788,0,easy top,
20429,999,2007.22188,3,thats it haha,
20447,1000,2483.69583,1,sphere my ass,1
20451,1001,585.42376,7,lol 3rd times the charm,
20462,1001,1883.85596,1,whit,
20471,1002,161.8938,1,"hey brew, coul you spare me from your W please",
20472,1002,161.8938,1,I won0't kill you,
20473,1002,161.8938,5,if you wont hit me after resume,
20486,1002,2182.28746,6,how many times are you gonna miss,
20488,1002,2190.31486,7,how many times are you gonna miss,
20497,1003,1295.18376,4,really,
20501,1003,1306.98086,4,stay at shrine,
20514,1003,2483.52666,4,fuck your mother,1
20520,1003,2638.05296,4,this time,
20529,1003,2932.52276,4,at least,
20547,1006,1291.618,3,he just know control armlet,
20548,1006,1297.6165,3,and our teammate picking shit,1
20732,1011,2496.15973,5,please,
20733,1011,2613.35893,9,game of throws,
20740,1013,614.41666,1,ff pls ,
20754,1014,-42.323,6,he is pro,
20756,1014,931.8391,8,nothing to say to this team,
20758,1014,948.1685,8,you deserve thişs game wd,
20759,1014,1387.3279,8,this sf so bad,
20761,1014,1396.1924,8,sf reported,
20762,1014,1407.0564,8,ty for game,
20782,1014,2065.8568,7,report tb pls,
20815,1018,175.19059,8,trying to replicate previous omni huh?,
20816,1018,192.58633,2,yeah trying to let you win,
20823,1018,1488.53653,7,pipe is nice,
20825,1018,1528.32683,3,why would someone pick omni and not helping team,
20829,1018,1584.71303,3,this is why ia m so done with dota,
20833,1019,2811.6242,4,for the dota s sake,
20834,1019,2823.2638,5,he shackle me all time,
20835,1019,2828.4816,1,not in my teamfights,
20837,1019,2833.4986,1,while I am fighting wr is always somewhere else,
20839,1019,2838.2482,1,he always need mroe farm,
20841,1019,2846.2756,5,wr also shakle me:D,
20843,1019,2889.7904,7,nice throw,
20846,1019,2905.4438,5,retarded team,1
20905,1022,795.87237,3,CM ME :),
20910,1022,810.30217,8,for u hook ?,
20960,1027,851.9587,9,report bat,
21014,1029,854.32478,3,whts timing,
21028,1029,862.25618,9,how come i got teamed with the russian national team of flamers?,0
21054,1029,1792.50248,3,wp team,
21063,1031,379.92026,9,its fine,
21126,1032,2460.61773,5,THANK YOU,
21142,1033,716.32516,6,thanks i guess,
21143,1033,1645.83146,6,why u keep focusing me,
21144,1033,1651.69666,6,we got another main carry,
21145,1033,1651.69666,4,bc fuck u thats y,1
21146,1033,1658.36176,1,we have nice mid and carry,
21147,1033,1660.16126,4,thot,
21158,1034,1157.75062,2,ty brat,
21167,1035,-69.26466,1,ITS THAT U MIRACLE ? -_-,
21169,1035,-57.99558,3,it is my god gg,
21172,1035,-48.66026,3,i think he is sumiya,
21173,1035,-47.92677,1,14years OLD,
21175,1035,-34.85816,1,MID ONE MAN,
21187,1035,11.5305,0,>Sorry,
21190,1035,36.89098,1,THAT SET,
21191,1035,36.89098,8,i also have that set ..,
21195,1035,36.89098,7,my mother also had one,
21196,1035,36.89098,7,shess god,
21202,1035,1267.0573,7,any longer?,
21204,1035,1271.5562,5,offline,
21208,1035,1271.5562,0,holy shit?,1
21216,1035,1271.5562,6,then earthshaker resume lol,
21218,1035,1271.5562,7,chill we waited this,
21219,1035,1271.5562,0,then we wait him,
21224,1035,1276.5549,8,u want to waste ur money as well?,
21231,1035,1349.1372,0,after we waited you,
21239,1035,1627.036,9,nc abed,
21252,1037,429.79506,3,Trash players,1
21254,1037,433.3942,3,this shits,1
21267,1037,1733.4418,4,thnaks xxx,
21305,1039,1674.15786,0,great fucking od player,2
21340,1042,1585.57952,9,report this rusina,1
21396,1044,3859.08477,3,what a game,
21408,1046,499.31144,1,don't waste ur time,
21425,1047,663.538,4,first feeding,
21428,1047,785.7748,4,how tinker lost this game,
21448,1050,-9.00192,6,you know AriSe,
21449,1050,93.72002,4,where is this arise lol,
21451,1050,231.25783,6,what,
21453,1050,246.18751,6,sTUPID ,1
21456,1050,260.8506,4,i thouht i was playing against him,
21460,1050,561.67717,4,ulti was cd,
21463,1050,1141.13563,4,this arise ..,
21464,1050,1143.66833,4,THIS ARISE,
21467,1050,1150.26673,4,we cant win 4v5,
21468,1050,1153.06613,4,our drow is too bad,
21473,1050,1379.97733,4,this arise,
21480,1050,1476.02053,4,still crying lol,
21482,1050,1485.75153,6,happy new year,
21486,1050,1603.52273,4,u can leave now magnus,
21491,1050,1685.63603,6,u know arise,
21492,1050,1691.60123,4,i dont know him,
21528,1051,1544.92525,0,take throne plz,
21539,1051,1585.98195,0,take throne,
21547,1052,1443.55047,4,ofc i guess completely wrong on the mantas and ofc SVEN IS THERE,
21552,1053,-40.19017,5,easiest loss of my life,
21553,1053,-35.7246,6,legion think storm is razor,
21557,1053,-22.12792,5,this guy is pure retard,1
21558,1053,-17.1958,5,i told necro he could pick razor vs bristle,
21559,1053,-4.33226,5,and this fucktard understood tha,1
21560,1053,-2.73266,5,that,
21562,1053,87.91188,5,and this sf,
21563,1053,93.44386,5,check his fucking profile,2
21564,1053,93.9104,6,sf 1 soul,
21568,1053,353.58036,5,u have 4 deaths,
21575,1053,643.043,9,how can u not die?,
21585,1053,997.4231,9,piece of shit,1
21587,1053,1003.9549,9,what about tinker u pioece of shit,1
21600,1053,1243.1631,5,those razes,
21601,1053,1306.6809,5,ogre used stun 3 times in 10 seconds,
21606,1053,1657.6619,9,go throne,
21611,1053,1669.9922,9,forgot that?,
21613,1053,1694.6529,9,we just have the worst mid and no sup so,
21616,1053,1703.3174,9,end the game?,
21620,1053,1733.2641,6,go mid mother fuckers,1
21622,1053,1746.7768,9,sf runs away from rubick,
21623,1053,1799.3558,5,this happens when u have storm offlane and the enemy carry free farms,
21639,1056,1162.94938,5,report pudge,
21657,1057,1077.87014,8,at the end,
21660,1057,1162.14954,5,this,
21661,1057,1300.31584,5,throne\,
21663,1057,1305.51454,8,with qop,
21665,1057,1311.17984,8,this is how fair,
21668,1057,1317.04504,8,i got to play with 4 animals,
21669,1057,1321.51064,8,while u got normal,
21670,1057,1322.57704,8,players,
21671,1057,1325.84294,3,its ok u are pro,
21674,1057,1331.84144,8,than you,
21675,1057,1332.17474,3,u will win ur next games,
21677,1057,1334.77404,1,u are biggest animal for allchatting x),
21678,1057,1335.77384,6,pro with fb,
21679,1057,1340.10614,6,and my help,
21681,1057,1344.70494,6,On pl,
21682,1057,1359.56804,8,enche dark willow,
21686,1058,-253.79686,9,new type of hidden pool,
21687,1058,-246.52888,9,with pudge in all games,
21699,1059,966.80139,0,this lc gay!,1
21702,1059,990.12909,0,ew! carry TT on support!,
21708,1060,1390.17321,3,wp pudge,
21712,1060,1685.26781,8,fucking pause,2
21719,1060,1947.73801,5,U TWO DONT LEARN,
21726,1061,-59.41884,1,how about you show some courtesy,
21727,1061,-59.41884,1,to our yurnero player,
21733,1061,1236.23146,2,cant play jugg,
21735,1061,1253.59386,8,cant play ? i have rus party,
21739,1061,1443.31426,0,stop countering me,
21741,1062,1604.5082,8,go fuck yourself,1
21751,1063,644.0761,8,I DIED BUT KILLED THE DUM CARRY WHO HAS A SURVIVAL TOOL,2
21755,1063,674.46866,0,i love you sweatheart,
21767,1063,1161.7497,5,dont cry bitch i get no spins,1
21769,1063,1182.078,8,i am so much better than you its not even funny,
21771,1063,1470.141,5,sup bitch,1
21772,1063,1492.269,0,nice items alch LOL,
21775,1063,1673.8913,4,that auto attack into blade mail,
21781,1063,2640.32,5,get off my dick,1
21782,1063,2670.8908,5,axe in the clutch,
21783,1063,2693.6349,5,wk cant talk with a big cock down his throat,1
21786,1063,2714.3722,0,micksy thinks so too,
21790,1063,2738.3874,0,u cant stop talking,
21795,1063,2968.1701,5,here we come bitches,1
21799,1063,3075.0006,8,waste of a safe lane lol,
21801,1063,3084.4662,3,SHUT UP AXE,
21893,1066,-84.0161,3,rpeort wk jungle pls ty,
21895,1066,72.98217,2,Ezy push with cube,
21896,1066,75.44824,2,On free farm way,
21897,1066,86.6455,2,Soo claver  core player,
21902,1066,616.18287,3,by cancer,
21903,1066,617.71587,3,in real life,
21907,1066,1725.71717,0,this game is so bad,
21927,1070,1738.16055,6,ty legion,
21930,1070,1931.68645,9,hey,
21934,1070,1939.91445,2,lich full sup for defeat,
21952,1070,2602.80585,0,C,
21979,1073,18.96203,7,cant see properly,
22037,1075,1475.23978,7,How the fuck does such a line up happen in a solo ranked game at 2k MMR?>,2
22044,1076,1314.57905,7,report shaman plis,
22052,1077,21.52808,6,rep void thx,
22327,1081,1028.48217,7,U can finish ,
22330,1081,1062.47387,0,aight,
22332,1081,1077.40357,6,this idiots,1
22334,1081,1081.00267,6,Into 5 of you,
22336,1081,1084.20197,6,It is,
22337,1081,1091.73347,6,and i have worst support due,
22339,1081,1094.99927,6,I had in a while,
22341,1081,1105.79667,0,ur team is still deffing,
22344,1081,1113.66137,6,i dont see hows that a problem,
22347,1081,1190.24267,7,rubick support clock hard and od whos max astral ,
22349,1081,1237.09797,0,i just wanted to buy an item to end faster :(,
22350,1081,1250.36137,9,"its ok, just report russian od and void",1
22351,1081,1255.56007,9,and we are all fine,
22352,1081,1259.82567,6,commend yapzotr,
22367,1082,1465.24226,6,all want to farm,
22371,1082,1474.37336,3,and go nc,
22380,1082,1774.35576,3,my profile gpm 400 only,
22381,1082,1781.78106,3,still can win u all,
22383,1082,1871.21906,3,void pick too good,
22388,1082,1942.52856,3,swap commend,
22401,1084,584.7031,1,rofl,
22465,1090,916.67617,1,ty for stack,
22466,1090,1588.91197,1,die fuck your mother,1
22476,1091,2063.20607,8,is gaming for rata player ,
22483,1091,2161.00587,3,your base is falling,
22484,1091,2200.27297,3,base falling again,
22492,1092,291.26224,6,XD taht crit,
22494,1092,295.86111,4,we just said that,
22496,1092,425.56278,1,fuck off,2
22498,1092,1413.92138,4,u want their pos?,
22499,1092,1417.52058,4,they coming,
22500,1092,1450.11258,4,roshan atm,
22509,1092,1802.13748,9,Well played clinkz,
22513,1092,1833.07618,4,this team ' we cant end quick',
22523,1093,200.05118,0,sell your items,
22528,1093,699.46252,4,what a game,
22530,1093,722.25702,8,its a prank,
22546,1093,1105.49672,6,s bb,
22547,1093,1572.24942,7,out smarted,
22556,1093,1653.42962,1,in game,
22569,1093,1936.09342,0,viper accountbuyer 100%,
22666,1096,-69.94959,2,christian,
22671,1096,-47.75501,0,thank you,
22674,1096,-30.62586,0,i'm fine and you?,
22678,1096,-7.69813,0,oh great,
22689,1096,15.82947,8,together,
22691,1096,15.82947,9,? coming?,
22695,1096,20.72827,6,party ?,
22696,1096,20.72827,8,party?,
22701,1096,61.95154,6,Wth,
22705,1096,3575.99307,4,intro boys,
22708,1096,3613.45397,4,commend the mine,
22746,1098,2133.68605,3,i play support and carry,
22747,1098,2148.06835,3,this lion noob,1
22750,1098,2178.83985,4,report lion ty ,
22752,1098,2186.33205,3,lion never use ward,
22759,1098,2521.80805,4,ty bro ,
22892,1104,1935.96826,2,ty pudge,
23016,1109,184.35501,2,Get a life,
23063,1115,229.1774,0,fucking lc,2
23064,1115,240.1414,0,lc still at fountain?,
23125,1118,84.24609,1,everyone always picks broken heros,
23128,1118,553.26492,1,this is why pa and bristle get banned,
23129,1118,561.26296,1,they need nerfing but never do,
23131,1118,1570.11656,1,report my team pls,
23134,1118,1645.49816,0,report his team,
23139,1118,2348.30566,0,you laugh for nothing,
23145,1118,3025.21146,1,report my team,
23150,1118,3741.58496,0,LOOK WHAT IIDOT,1
23154,1118,4076.39526,1,stop wastong our time pa,
23156,1118,4240.28586,1,report pa... wasting our time,
23211,1120,1789.01677,2,why so ez?,
23248,1122,98.57592,2,what the fuck,2
23254,1122,98.57592,2,did south america get nuked,
23262,1122,103.77465,9,PLease,
23267,1122,625.31402,6,rofl,
23268,1122,891.01582,6,rofl,
23270,1122,928.04002,0,he had to restart,
23281,1122,928.04002,2,itll be worth itfor you probably,
23287,1122,928.27332,5,:o,
23312,1122,1800.87782,2,worst player on my team tbh,
23313,1122,1813.72142,9,bro am is bad hero,
23314,1122,1815.99582,9,in this meta,
23316,1122,1827.70242,0,yes thats the reason we lost,
23317,1122,1831.84982,2,im entirely at fault for this loss,
23318,1122,1833.45532,4,4Head,
23324,1122,1907.77522,2,this zeuses dotabuff,
23334,1123,1484.071,6,great game :),
23341,1124,-10.0309,0,switchblades,
23343,1124,-1.36635,0,gothbouclique make a hoe shake,2
23382,1124,1542.1234,0,ULT RJV,
23405,1124,1689.3542,6,what invo,
23435,1125,82.07996,7,bot shirne ,
23437,1125,87.34534,5,No idea wtf is going,2
23441,1125,95.41004,5,for no reason,
23442,1125,96.60974,4,that mirana is shit also,1
23450,1125,123.46988,4,dickhead,1
23454,1125,345.01578,4,time to serious then,
23455,1125,349.2814,9,suck,2
23459,1125,389.07169,9,farm with joker,1
23465,1125,725.72284,5,hlep report this ck tq,
23467,1125,731.78804,5,assshole,2
23469,1125,735.25384,4,report that miorana too,
23472,1125,744.85144,9,report u too,
23473,1125,746.91764,5,and some more playing dick,2
23478,1125,805.96984,4,wards sponsor,
23489,1125,826.83144,4,also that mirana pls,
23490,1125,828.89764,5,COME,
23492,1125,857.12404,5,ALL THE WATN,
23496,1125,874.71974,5,COME,
23501,1125,948.70164,7,can everyone,
23503,1125,959.36574,7,to go and look at our injokers steam profile,1
23508,1125,986.49244,7,turn it into meme,
23521,1125,1193.77514,3,Report tb,
23528,1125,1248.42854,5,Already pick first invoker and i playing my role. Picking fucking ck and go mid againist tinker what an asshole,1
23529,1125,1256.49324,5,And somemore you want bark and steal item ,
23531,1125,1263.89134,5,this is make dulan so hard,
23532,1125,1268.25694,5,this is not my fucking fault at all,2
23533,1125,1274.52214,5,you want see me feed what,
23547,1125,1340.10614,2,and cr7,
23564,1125,1548.08864,4,report that mirana,
23565,1125,1550.05484,3,try harder next time,
23576,1125,1624.50334,3,CLOWNS,
23582,1125,1634.33424,5,HELP REPORT CK TQ,
23587,1125,1639.59964,7,haha cry baby voker,1
23589,1126,569.99418,3,wtf is go on  ?,2
23591,1126,687.43218,3,guys can u reporty pudge ?,
23593,1126,700.49568,3,why? ,
23596,1126,776.61038,3,this team is s o retard,1
23597,1126,779.40968,8,how about you stfu,1
23598,1126,783.87528,8,we dont care,
23599,1126,798.07178,3,how the fuck is this balance ?,2
23600,1126,848.39288,3,what,
23604,1126,968.09698,8,you play unbalanced hero and you whine to all chat,
23607,1126,1004.02148,3,this od,
23608,1126,1014.08568,8,you are in middle of our towers,
23609,1126,1017.08498,8,this willow,
23618,1126,2925.95428,7,i wish it was,
23635,1129,827.96447,1,morph,
23636,1129,1253.46057,3,end thanks,
23638,1129,1478.13907,1,talking to the mooooooooon,
23639,1129,1484.23757,1,morph,
23649,1129,1712.13517,8,Throw,
23654,1129,1732.67177,7,I AFK FARM,
23659,1129,1848.93447,3,we no buyback end throne,
23665,1129,1927.73627,9,i thrw this,
23668,1129,2059.98677,9,i wont catch you,
23672,1129,2074.63667,0,i have same ms as ur wolfxD,
23673,1129,2076.44277,0,try?,
23683,1129,2108.68597,5,bot,
23689,1130,874.15322,2,oKAY What ever Mna,
23701,1132,1298.81618,5,manners please,
23702,1132,1298.81618,1,yeah he did go off on purpose,
23703,1132,1298.81618,1,thats no reason to pause,
23705,1132,1298.81618,5,and whats that purpose?,
23706,1132,1301.81548,1,he didnt tell obviuosly he doesnt want to play,
23718,1132,3204.45068,0,report spec,
23846,1138,-68.5166,8,5 now.. we have a stupid peru jungle,1
23847,1138,1365.93317,8,love when peru pick hc on other team,
23867,1139,1380.12965,6,wtf back attack,2
23871,1139,1417.02065,1,CANCERR,0
23873,1139,1423.78565,1,CREEPS? ,
23880,1139,1536.95805,7,tius lion and pud,
23894,1139,1688.52105,3,OK COMMEND,
23899,1139,1723.25135,3,MY TEAM IS SO VERY PAKAELAMIROO,
23901,1139,1734.08825,7,hey,
23904,1139,1736.69715,7,why tp,
23911,1139,1785.93155,1,CANCER LION,0
23935,1139,1988.22055,7,rofl,
23946,1141,2640.84615,9,they kept calling me a retard,2
23948,1141,2694.22795,9,battle fury OP lol,
23949,1141,2701.78705,9,cleaved off creeps and killed LD,
23999,1146,232.37659,8,help report him,
24002,1146,557.83046,8,help report him,
24004,1146,620.74846,6,play lotery ,
24005,1146,626.28043,6,every hit bash,
24053,1148,1169.18118,0,we will item,
24060,1150,1390.82222,0,wtf morph,
24062,1150,1540.91892,3,fuck off,2
24074,1151,138.5995,6,ff i wont win this for these retards,1
24100,1153,1282.05362,8,can only can kill me with ur 2 bodyguards,
24108,1153,1320.97742,8,invo win mid with 2 bodyguards,
24181,1156,1103.13064,9,sold items already?,
24187,1157,2736.00488,6,wp too,
24222,1159,2204.60665,6,everyone,
24227,1160,1564.88455,2,qop not with us?,
24237,1162,667.83695,9,I feed,
24238,1162,672.56913,9,report pudge,
24240,1162,687.43217,9,free food,
24246,1162,1546.6557,2,aFK,
24248,1162,1680.4897,2,my team afk,
24304,1164,1841.81127,7,ty am,
24305,1164,1842.94847,7,ty am,
24306,1164,1862.41487,7,ty am,
24307,1164,1905.49487,7,losing the game for farming ancients well done AM,
24308,1164,1924.49297,8,We need just carry,
24313,1164,1961.68627,7,we will fucking report u ,1
24314,1164,1968.91097,9,when some one team loses always blame mid and safelane,
